FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
8035006.txt,https://techstrategy.app/post/tracking/j0pl1n/details.php?id=59364087,68,techstrategy.app,16,0,app,18.31020104,1.0,0.001502,0.042593383,3,0,0,0,0.0,43,0.632,9,0.132,1,1,0,6,0.118,1,195,133,1,techstrategyposttrackingj0pl1ndetailsphp?id=5936408,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,0,0,1,0
618775.txt,https://www.amagyarjurta.com,27,www.amagyarjurta.com,20,0,com,100.0,1.0,0.5229071,0.058688204,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,390,1789,1,amagyarjurta,100.0,100.0,0,1,0,0,0,1,0,2,0,1,1,1,0,0,0,0,1,16,8,12,120,0,126,1
mw29931.txt,http://www.f0569825.xsph.ru,26,www.f0569825.xsph.ru,20,0,ru,67.50919118,0.923076923,0.0180132,0.014798247,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,f0569825xsph,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499302.txt,https://www.devalt.org,21,www.devalt.org,14,0,org,100.0,1.0,0.0799628,0.059319186,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,912,9017,1,devalt,100.0,100.0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,37,2,12,7,4,27,1
mw134371.txt,http://www.abliwiqh.com,22,www.abliwiqh.com,16,0,com,67.94871795,1.0,0.5229071,0.048517945,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,2,32,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509513.txt,https://www.cesj.org,19,www.cesj.org,12,0,org,100.0,1.0,0.0799628,0.064691895,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1225,26338,1,cesj,100.0,100.0,1,1,1,0,0,1,0,4,0,1,1,1,0,0,1,0,1,31,18,15,207,2,185,1
728129.txt,https://www.getwelly.com,23,www.getwelly.com,16,0,com,100.0,1.0,0.5229071,0.054780621,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,6424,2676,1,getwelly,100.0,100.0,1,0,1,0,0,1,0,23,0,1,1,1,1,1,1,0,1,102,2,38,122,3,16,1
8043718.txt,https://a3be288f-dce8-4b4d-9e2e-db5c1c942f2c.id.repl.co/,56,a3be288f-dce8-4b4d-9e2e-db5c1c942f2c.id.repl.co,47,0,co,36.97792586,0.181818182,0.0059772,0.035670598,2,2,0,0,0.0,25,0.446,15,0.268,0,0,0,8,0.143,1,198,869,1,a3be288f-dce8-4b4d-9e2e-db5c1c942f2cidrepl,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
620656.txt,https://www.sensationaltees.com,30,www.sensationaltees.com,23,0,com,100.0,1.0,0.5229071,0.071030709,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1234,1411,1,sensationaltees,100.0,100.0,1,1,1,0,0,1,1,5,0,1,1,0,0,0,1,0,1,19,10,22,153,18,65,1
858168.txt,https://www.trilliumpartners.co.uk,33,www.trilliumpartners.co.uk,26,0,uk,100.0,0.894736842,0.028555,0.058873515,2,2,0,0,0.0,19,0.576,0,0.0,0,0,0,2,0.061,1,526,1849,1,trillimpartnersco,0.0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,4,8,24,1,32,1
mw61806.txt,http://www.app-house.online,26,www.app-house.online,20,0,online,68.79595588,0.666666667,0.0008457,0.058335962,6,1,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,64,151,1,app-house,100.0,100.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,1,0
47638.txt,https://www.parisinfo.com,24,www.parisinfo.com,17,0,com,100.0,1.0,0.5229071,0.063697483,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,2831,1144,1,parisinfo,100.0,100.0,1,0,1,0,0,1,0,4,0,1,1,0,0,0,0,0,1,66,1,4,397,1,95,1
653215.txt,https://www.kidsjump4joy.com,27,www.kidsjump4joy.com,20,0,com,100.0,0.75,0.5229071,0.041934962,3,1,0,0,0.0,13,0.481,1,0.037,0,0,0,1,0.037,1,408,8031,1,kidsjump4joy,100.0,100.0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,11,27,62,71,4,76,1
749298.txt,https://www.britishcouncil.al,28,www.britishcouncil.al,21,0,al,100.0,1.0,0.0001088,0.058073747,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,622,4419,1,britishcouncil,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,0,1,0,0,0,1,14,7,9,61,2,30,1
627514.txt,https://www.genietandalusie.nl,29,www.genietandalusie.nl,22,0,nl,100.0,1.0,0.0082003,0.060921941,2,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,595,2185,1,geietadalusie,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,16,26,3,46,0,72,1
mw204053.txt,http://www.congphim.org,23,www.congphim.org,16,0,org,74.89316239,1.0,0.0799628,0.057051263,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,2,32,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8065532.txt,https://business-confirm-appeal.web.app/,40,business-confirm-appeal.web.app,31,0,app,43.39229969,0.333333333,0.001502,0.054318203,3,1,0,0,0.0,27,0.675,0,0.0,0,0,0,5,0.125,1,108,8125,1,business-confirm-ealweb,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
41548.txt,https://www.ozfoodhunter.com.au,30,www.ozfoodhunter.com.au,23,0,au,100.0,0.8125,0.0100856,0.062212168,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,825,572,1,ozfoodhuntercom,0.0,0.0,0,0,1,0,0,1,0,2,0,1,1,1,1,1,1,0,1,33,13,13,42,1,56,1
484185.txt,https://www.diariocambio.com.mx,30,www.diariocambio.com.mx,23,0,mx,100.0,0.8125,0.0017218,0.069117758,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,1350,534,1,diariocabioco,0.0,0.0,0,0,1,0,0,1,0,4,0,1,0,0,0,0,0,0,1,47,7,21,175,36,27,1
447280.txt,https://www.fiat.it,18,www.fiat.it,11,0,it,100.0,1.0,0.012178,0.055576316,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,3126,13912,1,fat,0.0,0.0,1,0,1,0,0,1,0,4,0,1,1,1,0,1,1,0,0,40,6,18,134,2,109,1
7968429.txt,https://kg56rf-bur5g7.firebaseapp.com/,37,kg56rf-bur5g7.firebaseapp.com,29,0,com,57.54260801,0.56,0.5229071,0.042944436,3,1,0,0,0.0,22,0.595,4,0.108,0,0,0,3,0.081,1,108,8125,1,kg56rf-bur5g7firebaseapp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
38030.txt,https://www.amf.asso.fr,22,www.amf.asso.fr,15,0,fr,100.0,0.625,0.0141483,0.058485753,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1168,8569,1,amasso,0.0,0.0,1,1,1,0,0,1,0,4,0,1,1,1,1,0,1,0,1,44,18,19,101,1,104,1
593671.txt,https://www.alfiebanks.com,25,www.alfiebanks.com,18,0,com,100.0,1.0,0.5229071,0.058388928,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1074,2054,1,alfiebanks,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,17,19,32,79,9,86,1
8084866.txt,https://modeecorddnsdomaine.burgundybikeweek.com/?pwd=ov&edcsol1070821751=mzd5ol7211253825,90,modeecorddnsdomaine.burgundybikeweek.com,40,0,com,14.88285086,0.555555556,0.5229071,0.040379221,3,1,0,0,0.0,54,0.6,21,0.233,2,1,0,4,0.078,1,2,98,0,0,0.0,1.298701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818351.txt,https://www.contemplative.org,28,www.contemplative.org,21,0,org,100.0,1.0,0.0799628,0.064783,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,923,12963,1,contemplative,100.0,100.0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,23,53,43,116,2,113,1
8037306.txt,https://sc.link/267j,20,sc.link,7,0,link,62.07264957,1.0,0.0003306,0.031735307,4,0,0,0,0.0,7,0.35,3,0.15,0,0,0,2,0.1,1,2,38,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8092474.txt,http://www.amerioaoexpreos.co.jp.caudgdk.cn/,44,www.amerioaoexpreos.co.jp.caudgdk.cn,36,0,cn,47.93442235,0.551724138,0.0033218,0.060687749,2,4,0,0,0.0,28,0.636,0,0.0,0,0,0,5,0.114,0,10,527,0,0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
696024.txt,https://www.jamesmadisonmus.org,30,www.jamesmadisonmus.org,23,0,org,100.0,1.0,0.0799628,0.062353353,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,385,2007,1,jamesmadisonmus,100.0,100.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,0,15,1
245630.txt,https://www.obytnevozy.info,26,www.obytnevozy.info,19,0,info,100.0,1.0,0.0075051,0.046794038,4,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,967,1236,1,obytnevozy,100.0,100.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,40,30,24,6,4,87,1
mw5165.txt,http://www.ozaron.beget.tech,27,www.ozaron.beget.tech,21,0,tech,63.39869281,0.583333333,0.0005052,0.06524985,4,2,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0,3,273,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8029269.txt,https://myatt-team-101632.weeblysite.com/,40,myatt-team-101632.weeblysite.com,32,0,com,37.15672348,0.607142857,0.5229071,0.04766008,3,1,0,0,0.0,22,0.55,6,0.15,0,0,0,4,0.1,1,68,80,1,myatt-team-101632weeblysite,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mw48435.txt,http://www.1c1157fa.caa.update.customs-lk.org,44,www.1c1157fa.caa.update.customs-lk.org,38,0,org,21.26544736,0.4,0.0799628,0.049453725,3,4,0,0,0.0,23,0.523,5,0.114,0,0,0,5,0.114,0,13,1136,1,1c1157facaaupdatecustoms-lk,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
478181.txt,https://www.aprilashley.org,26,www.aprilashley.org,19,0,org,100.0,1.0,0.0799628,0.05739853,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,727,8047,1,aprilashley,100.0,100.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,17,5,5,91,0,94,1
mw130440.txt,http://www.eblagh-iran.com,26,www.eblagh-iran.com,19,0,com,66.0,0.636363636,0.5229071,0.060786681,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,49,768,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
762498.txt,https://www.lifestar.it,22,www.lifestar.it,15,0,it,100.0,1.0,0.012178,0.058668844,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,8232,9458,1,lfestar,0.0,0.0,0,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,39,9,18,203,7,216,1
8065119.txt,https://86e345login.weebly.com/,31,86e345login.weebly.com,22,0,com,40.1365433,0.555555556,0.5229071,0.044720289,3,1,0,0,0.0,15,0.484,5,0.161,0,0,0,3,0.097,1,129,368,1,86e345loginweebly,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0
740864.txt,https://www.allthingswithpurpose.com,35,www.allthingswithpurpose.com,28,0,com,100.0,1.0,0.5229071,0.053207748,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,422,6946,1,allthingswithpurpose,100.0,100.0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,43,20,11,116,0,126,1
544624.txt,https://www.bookbasset.com,25,www.bookbasset.com,18,0,com,100.0,1.0,0.5229071,0.064909341,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,880,17308,1,bookbasset,100.0,100.0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,21,10,21,42,0,91,1
8000960.txt,http://eximmerers.com/a.html?od=1sylshort6395dab75dd2c_vl_weekvl_0p44.gmcbm.yzzzyrg0r5p12bj111_x1904.hw80zd3d3d3gynza4nwhh0a1mfo,127,eximmerers.com,14,0,com,8.454775023,1.0,0.5229071,0.030551576,3,0,0,0,0.0,78,0.614,30,0.236,1,1,0,10,0.094,0,2,136,0,0,0.0,0.862068966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490658.txt,https://www.mollymcleod.com,26,www.mollymcleod.com,19,0,com,100.0,1.0,0.5229071,0.06447184,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,3457,15807,1,mollymcleod,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,54,5,16,115,0,45,1
424331.txt,https://www.studbook.org.au,26,www.studbook.org.au,19,0,au,100.0,0.75,0.0100856,0.057541044,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,642,1469,1,studbookorg,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,25,5,8,11,0,45,1
oph00502.txt,https://benriyatakuto.floppy.jp/172.19.48.99/ddhl/globalsources/index2.php?email=,81,benriyatakuto.floppy.jp,23,0,jp,19.59700365,0.7,0.0230451,0.042202084,2,1,0,0,0.0,51,0.63,10,0.123,1,1,0,10,0.148,1,87,275,1,benriyatakutofloppy172194899ddhlglobalsourcesindex2php?email=,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6,0,0,0,0,0,0
mw8720.txt,http://www.franceholidayapartments.com,37,www.franceholidayapartments.com,31,0,com,57.15538023,1.0,0.5229071,0.061432137,3,1,0,0,0.0,25,0.676,0,0.0,0,0,0,1,0.027,0,2,45,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008536.txt,https://ascc-c009f.firebaseapp.com/,34,ascc-c009f.firebaseapp.com,26,0,com,68.22266053,0.681818182,0.5229071,0.053122249,3,1,0,0,0.0,20,0.588,3,0.088,0,0,0,3,0.088,1,108,8125,1,ascc-c009ffirebaseapp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
27052.txt,https://www.frankfurt-oder.de,28,www.frankfurt-oder.de,21,0,de,100.0,0.714285714,0.0326503,0.050716578,2,1,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,1302,406,1,frankfurt-oer,0.0,0.0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,26,15,17,458,0,8,1
694414.txt,https://www.microphonetopgear.com,32,www.microphonetopgear.com,25,0,com,100.0,1.0,0.5229071,0.067349073,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1015,9698,1,microphonetopgear,100.0,100.0,0,1,1,0,0,1,0,18,0,1,1,1,0,0,1,0,1,47,4,6,32,0,62,1
493831.txt,https://www.pinkpress.nl,23,www.pinkpress.nl,16,0,nl,100.0,1.0,0.0082003,0.050720085,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,638,15017,1,pikpress,0.0,0.0,0,1,1,0,0,1,6,0,0,1,1,1,0,0,0,0,0,20,16,7,102,0,116,1
7907612.txt,http://www.saisson-co-jp.aeocnse.tyjlpa.top/jp.php,49,www.saisson-co-jp.aeocnse.tyjlpa.top,36,0,top,26.29191321,0.285714286,0.0002752,0.055224476,3,3,0,0,0.0,31,0.633,0,0.0,0,0,0,7,0.143,0,11,80,1,saisson-co-jpaeocnsetyjlpajpph,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99744.txt,https://www.alicepaul.org,24,www.alicepaul.org,17,0,org,100.0,1.0,0.0799628,0.063249782,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1575,9381,1,alicepaul,100.0,100.0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,14,35,47,104,4,91,1
117018.txt,https://www.infocatolica.com,27,www.infocatolica.com,20,0,com,100.0,1.0,0.5229071,0.070391338,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1353,454,1,infocatolica,100.0,100.0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,107,2,13,202,7,57,1
407640.txt,https://www.geoffreydorne.com,28,www.geoffreydorne.com,21,0,com,100.0,1.0,0.5229071,0.062124165,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,164,248,1,geoffreydorne,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,5,0,1,23,1
444635.txt,https://www.contasimple.com,26,www.contasimple.com,19,0,com,100.0,1.0,0.5229071,0.067889317,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1054,881,1,ntasimple,81.81818182,81.81818182,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,26,8,10,108,1,42,1
463954.txt,https://www.miramar.marines.mil,30,www.miramar.marines.mil,23,0,mil,100.0,0.533333333,0.0002984,0.066894303,3,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,2219,6392,1,ramarmarines,0.0,0.0,0,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,1,21,6,7,140,8,202,1
mw123074.txt,http://www.transunaxous.com,26,www.transunaxous.com,20,0,com,67.44444444,1.0,0.5229071,0.060826687,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,2,36,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8119968.txt,https://bafybeifp5xd7rlkiagub3plyvtm4cl7gzctw65ndle7cdxbczbsldlhgy4.ipfs.cf-ipfs.com/,85,bafybeifp5xd7rlkiagub3plyvtm4cl7gzctw65ndle7cdxbczbsldlhgy4.ipfs.cf-ipfs.com,76,0,com,12.02602799,0.236111111,0.5229071,0.035606377,3,2,0,0,0.0,63,0.741,9,0.106,0,0,0,5,0.059,1,2,156,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499133.txt,https://www.shoprma.com,22,www.shoprma.com,15,0,com,100.0,1.0,0.5229071,0.06526101,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,686,9825,1,shoprma,100.0,100.0,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,10,26,69,83,0,77,1
7906838.txt,https://pwl3sj.webwave.dev/,26,pwl3sj.webwave.dev,18,0,dev,45.09421702,0.642857143,0.0009613,0.036740593,3,1,0,0,0.0,15,0.577,1,0.038,0,0,0,2,0.077,1,61,3018,1,pwl3sjwebwave,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0
16134.txt,https://www.econlib.org,22,www.econlib.org,15,0,org,100.0,1.0,0.0799628,0.06841844,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,2957,1820,1,econlib,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,32,18,28,113,2,126,1
638862.txt,https://www.ryangeorge.net,25,www.ryangeorge.net,18,0,net,100.0,1.0,0.0384199,0.063496277,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1133,9381,1,ryangeorge,100.0,100.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,18,18,34,68,1,73,1
568787.txt,https://www.login.gov,20,www.login.gov,13,0,gov,100.0,1.0,0.0033282,0.06071373,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,674,218,1,login,100.0,100.0,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,8,1,7,28,0,17,1
49757.txt,https://www.soundsnap.com,24,www.soundsnap.com,17,0,com,100.0,1.0,0.5229071,0.061133311,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,863,7542,1,soundsnap,100.0,100.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,77,2,15,33,0,13,1
407917.txt,https://www.isds.bilaterals.org,30,www.isds.bilaterals.org,23,0,org,100.0,0.733333333,0.0799628,0.060395658,3,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,1326,724,1,isdsbilaterals,0.0,0.0,1,0,1,0,0,0,0,3,0,1,1,1,0,0,1,0,0,32,4,8,4,9,13,1
34217.txt,https://www.cooperativa.cl,25,www.cooperativa.cl,18,0,cl,100.0,1.0,0.0012193,0.068276652,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,11400,5302,1,ooperativa,90.90909091,90.90909091,1,1,0,1,0,1,2,9,0,1,0,1,0,0,0,0,1,84,18,35,244,2,336,1
8073837.txt,https://faheema-afcu.web.app/,29,faheema-afcu.web.app,20,0,app,53.35714286,0.5,0.001502,0.052827417,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,4,0.138,1,108,8125,1,faheema-afcuweb,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
54107.txt,https://www.heracles.nl,22,www.heracles.nl,15,0,nl,100.0,1.0,0.0082003,0.063936999,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1281,4049,1,heracles,100.0,100.0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,0,1,0,75,8,18,145,0,160,1
8093337.txt,https://gggggggggggggggggggggggggggggggggggg--brouloging.repl.co/,65,gggggggggggggggggggggggggggggggggggg--brouloging.repl.co,56,0,co,20.03110455,0.716981132,0.0059772,0.037567178,2,1,0,0,0.0,52,0.8,0,0.0,0,0,0,5,0.077,1,314,871,1,gggggggggggggggggggggggggggggggggggg--broulogingrepl,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
455132.txt,https://www.fbtb.net,19,www.fbtb.net,12,0,net,100.0,1.0,0.0384199,0.043755005,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,2981,5627,1,fbtb,100.0,100.0,1,1,1,0,0,1,0,2,1,1,1,0,1,0,0,0,1,31,18,23,128,14,140,1
8095546.txt,https://law-outlook-drive1-share.web.app/,41,law-outlook-drive1-share.web.app,32,0,app,33.82457386,0.321428571,0.001502,0.052360797,3,1,0,0,0.0,26,0.634,1,0.024,0,0,0,6,0.146,1,45,117,1,law-outlook-drive1-shareweb,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mw4286.txt,http://www.document-buh.com,26,www.document-buh.com,20,0,com,72.12610534,0.75,0.5229071,0.058063521,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,2,34,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803319.txt,https://www.work.design,22,www.work.design,15,0,design,100.0,1.0,0.0003109,0.050909055,6,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,245,169,1,work,100.0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,1,1,9,0,4,1
720987.txt,https://www.rallism.fi,21,www.rallism.fi,14,0,fi,100.0,1.0,0.0027596,0.053092703,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1503,3064,1,rallism,100.0,100.0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,59,9,11,91,5,29,1
mw5jan1234.txt,http://www.empty-boat-5019.dgentile8443.workers.dev,50,www.empty-boat-5019.dgentile8443.workers.dev,44,0,dev,26.2343843,0.361111111,0.0009613,0.043835296,3,3,0,0,0.0,26,0.52,8,0.16,0,0,0,5,0.1,0,2,62,0,0,2.777777778,2.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2831.txt,https://www.trainingauthors.com,30,www.trainingauthors.com,23,0,com,100.0,1.0,0.5229071,0.062130308,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,433,9381,1,trainingauthors,100.0,100.0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,8,20,20,23,0,68,1
874445.txt,https://www.usmle-courses.eu,27,www.usmle-courses.eu,20,0,eu,100.0,0.615384615,0.0056158,0.06470125,2,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1227,8047,1,usml-courss,0.0,0.0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,25,10,19,55,2,70,1
8030743.txt,https://amazon-tbvwqa.ygto.com/,30,amazon-tbvwqa.ygto.com,22,0,com,55.15630614,0.388888889,0.5229071,0.053079549,3,1,0,0,0.0,19,0.633,0,0.0,0,0,0,3,0.1,1,2,39,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw11810.txt,http://www.iykmoreentrprise.org,30,www.iykmoreentrprise.org,24,0,org,58.82141574,1.0,0.0799628,0.062935276,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0,2,2826,1,iykmeentrprise,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
